web-scraper-order,web-scraper-start-url,paginas_busqueda,ProductoKatana,ProductoKatana-href,nombre_producto,precio_producto,inventario_producto,origen_producto
"1661797995-18","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Soporte De Espada De Dos Niveles","https://articulo.mercadolibre.com.co/MCO-565412073-soporte-de-espada-de-dos-niveles-_JM#position=33&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Soporte De Espada De Dos Niveles","182.900","Cantidad:1 unidad(5 disponibles)","Engativá, Bogotá D.C."
"1661798117-71","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Kit De Limpieza Espadas, Katana Samurai, Kenjutsu, Ninjutsu","https://articulo.mercadolibre.com.co/MCO-596880237-kit-de-limpieza-espadas-katana-samurai-kenjutsu-ninjutsu-_JM#position=49&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Kit De Limpieza Espadas, Katana Samurai, Kenjutsu, Ninjutsu","97.800","Cantidad:1 unidad(2 disponibles)","Bucaramanga, Santander"
"1661798088-58","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_101_NoIndex_True","Lyuesword Forjado A Mano Damasco Doblado Acero Arcilla Templ","https://articulo.mercadolibre.com.co/MCO-592554808-lyuesword-forjado-a-mano-damasco-doblado-acero-arcilla-templ-_JM#position=12&search_layout=stack&type=item&tracking_id=dca914cd-0fb2-4744-b5d2-a520d28be608","Lyuesword Forjado A Mano Damasco Doblado Acero Arcilla Templ","3.112.791","Cantidad:1 unidad(12 disponibles)","Bucaramanga, Santander"
"1661798048-41","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Katana Espada Sin Funda Para Decoracion Y Coleccion Cosplay","https://articulo.mercadolibre.com.co/MCO-939969285-katana-espada-sin-funda-para-decoracion-y-coleccion-cosplay-_JM#position=10&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Katana Espada Sin Funda Para Decoracion Y Coleccion Cosplay","229.900","null","Fontibón, Bogotá D.C."
"1661798193-109","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Katana Japonesa De Exhibición","https://articulo.mercadolibre.com.co/MCO-932054562-katana-japonesa-de-exhibicion-_JM#position=10&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Katana Japonesa De Exhibición","350.000","Cantidad:1 unidad(5 disponibles)","Usaquén, Bogotá D.C."
"1661798185-105","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Palillos Samurai Katana Japoneses Tres Heros Ieyasu Tokugawa","https://articulo.mercadolibre.com.co/MCO-600618093-palillos-samurai-katana-japoneses-tres-heros-ieyasu-tokugawa-_JM#position=14&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Palillos Samurai Katana Japoneses Tres Heros Ieyasu Tokugawa","201.398","Cantidad:1 unidad(12 disponibles)","Bosa, Bogotá D.C."
"1661798138-82","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Exibidor En Madera Para Katanas Espadas,sables Ejercito Daga","https://articulo.mercadolibre.com.co/MCO-596779995-exibidor-en-madera-para-katanas-espadassables-ejercito-daga-_JM#position=38&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Exibidor En Madera Para Katanas Espadas,sables Ejercito Daga","51.900","null","Fontibón, Bogotá D.C."
"1661797965-4","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Para La Espada Danceonlinehasebe Prototipos Escala 1/8 Abs Y","https://articulo.mercadolibre.com.co/MCO-873225445-para-la-espada-danceonlinehasebe-prototipos-escala-18-abs-y-_JM#position=47&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Para La Espada Danceonlinehasebe Prototipos Escala 1/8 Abs Y","1.209.859","Cantidad:1 unidad(12 disponibles)","Floridablanca, Santander"
"1661798197-111","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Saki Katana - Tijeras Japonesas  6 Unidades   Color Negro","https://articulo.mercadolibre.com.co/MCO-855927011-saki-katana-tijeras-japonesas-6-unidades-color-negro-_JM#position=8&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Saki Katana - Tijeras Japonesas  6 Unidades   Color Negro","1.607.900","Cantidad:1 unidad(10 disponibles)","San Cristobal Sur, Bogotá D.C."
"1661798052-43","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Katana Shusui De Zoro De One Piece Cosplay","https://articulo.mercadolibre.com.co/MCO-949504314-katana-shusui-de-zoro-de-one-piece-cosplay-_JM#position=8&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Katana Shusui De Zoro De One Piece Cosplay","250.000","null","Antonio Nariño, Bogotá D.C."
"1661798110-69","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_101_NoIndex_True","Lego Dual Scabbard Con 2 Espadas Katana De Plata","https://articulo.mercadolibre.com.co/MCO-882913073-lego-dual-scabbard-con-2-espadas-katana-de-plata-_JM#position=1&search_layout=stack&type=item&tracking_id=dca914cd-0fb2-4744-b5d2-a520d28be608","Lego Dual Scabbard Con 2 Espadas Katana De Plata","72.990","Cantidad:1 unidad(12 disponibles)","Aguachica, Cesar"
"1661798221-123","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","","Correa Accesorio Para Porta Katanas Para Cosplay Sofa Anime","https://articulo.mercadolibre.com.co/MCO-599384793-correa-accesorio-para-porta-katanas-para-cosplay-sofa-anime-_JM#position=46&search_layout=stack&type=item&tracking_id=4dd6e54e-5a70-4669-8c69-be353d1154f0","Correa Accesorio Para Porta Katanas Para Cosplay Sofa Anime","21.900","null","Fontibón, Bogotá D.C."
"1661798080-54","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_101_NoIndex_True","Katana De Dragón De 40 Pulgadas, Afilada En Acero Damasco","https://articulo.mercadolibre.com.co/MCO-872199577-katana-de-dragon-de-40-pulgadas-afilada-en-acero-damasco-_JM#position=16&search_layout=stack&type=item&tracking_id=dca914cd-0fb2-4744-b5d2-a520d28be608","Katana De Dragón De 40 Pulgadas, Afilada En Acero Damasco","1.799.000","null","Sabaneta, Antioquia"
"1661798219-122","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","","Katana Dragón De Acero Damasco, Rojo Sangre , Afilada","https://articulo.mercadolibre.com.co/MCO-932072551-katana-dragon-de-acero-damasco-rojo-sangre-afilada-_JM#position=47&search_layout=stack&type=item&tracking_id=4dd6e54e-5a70-4669-8c69-be353d1154f0","Katana Dragón De Acero Damasco, Rojo Sangre , Afilada","1.790.000","null","Sabaneta, Antioquia"
"1661798223-124","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","","Espada Ninja Ninjato Katana Solo Decoracion Y Lujo Cerbatana","https://articulo.mercadolibre.com.co/MCO-932031737-espada-ninja-ninjato-katana-solo-decoracion-y-lujo-cerbatana-_JM#position=45&search_layout=stack&type=item&tracking_id=4dd6e54e-5a70-4669-8c69-be353d1154f0","Espada Ninja Ninjato Katana Solo Decoracion Y Lujo Cerbatana","337.900","null","Fontibón, Bogotá D.C."
"1661798213-119","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","","Katana Musha Gold Warrior","https://articulo.mercadolibre.com.co/MCO-900255635-katana-musha-gold-warrior-_JM#position=50&search_layout=stack&type=item&tracking_id=4dd6e54e-5a70-4669-8c69-be353d1154f0","Katana Musha Gold Warrior","1.000.000","null","Cali, Valle Del Cauca"
"1661798120-73","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Katana Dragón De Acero Damasco, Rojo Sangre , Afilada","https://articulo.mercadolibre.com.co/MCO-932072551-katana-dragon-de-acero-damasco-rojo-sangre-afilada-_JM#position=47&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Katana Dragón De Acero Damasco, Rojo Sangre , Afilada","1.790.000","null","Sabaneta, Antioquia"
"1661798308-135","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","","1: 6 Soldado Accs Samurai Katana Japonesa Hoja Corta Para","https://articulo.mercadolibre.com.co/MCO-814102617-1-6-soldado-accs-samurai-katana-japonesa-hoja-corta-para-_JM#position=2&search_layout=stack&type=item&tracking_id=4dd6e54e-5a70-4669-8c69-be353d1154f0","1: 6 Soldado Accs Samurai Katana Japonesa Hoja Corta Para","146.853","Cantidad:1 unidad(11 disponibles)","China"
"1661798181-103","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Palillos Samurai Katana Japoneses Tres Heros Ieyasu Tokugawa","https://articulo.mercadolibre.com.co/MCO-593738747-palillos-samurai-katana-japoneses-tres-heros-ieyasu-tokugawa-_JM#position=16&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Palillos Samurai Katana Japoneses Tres Heros Ieyasu Tokugawa","228.795","Cantidad:1 unidad(12 disponibles)","Chapinero, Bogotá D.C."
"1661798159-92","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Espada Katana Negra En Acero Para Arte Marcial Kendo Aikido","https://articulo.mercadolibre.com.co/MCO-496275888-espada-katana-negra-en-acero-para-arte-marcial-kendo-aikido-_JM#position=28&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Espada Katana Negra En Acero Para Arte Marcial Kendo Aikido","306.900","Cantidad:1 unidad(2 disponibles)","Fontibón, Bogotá D.C."
"1661798296-129","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","","Saki Katana - Tijeras Japonesas  6 Unidades   Color Negro","https://articulo.mercadolibre.com.co/MCO-855927011-saki-katana-tijeras-japonesas-6-unidades-color-negro-_JM#position=8&search_layout=stack&type=item&tracking_id=4dd6e54e-5a70-4669-8c69-be353d1154f0","Saki Katana - Tijeras Japonesas  6 Unidades   Color Negro","1.607.900","Cantidad:1 unidad(10 disponibles)","San Cristobal Sur, Bogotá D.C."
"1661797958-1","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Samurai Tactical Wakizashi - Mochila Tactica","https://articulo.mercadolibre.com.co/MCO-856230220-samurai-tactical-wakizashi-mochila-tactica-_JM#position=50&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Samurai Tactical Wakizashi - Mochila Tactica","269.900","Cantidad:1 unidad(10 disponibles)","Aguachica, Cesar"
"1661798201-113","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Makoto - Bolsa De Seda Para Espadas Japonesas De Katana, Wak","https://articulo.mercadolibre.com.co/MCO-642277813-makoto-bolsa-de-seda-para-espadas-japonesas-de-katana-wak-_JM#position=6&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Makoto - Bolsa De Seda Para Espadas Japonesas De Katana, Wak","109.400","Cantidad:1 unidad(10 disponibles)","Aguachica, Cesar"
"1661798189-107","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Katana Japonesa De Exhibición","https://articulo.mercadolibre.com.co/MCO-932078045-katana-japonesa-de-exhibicion-_JM#position=12&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Katana Japonesa De Exhibición","330.000","Cantidad:1 unidad(5 disponibles)","Usaquén, Bogotá D.C."
"1661798014-26","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Soporte Para Espada, Soporte Para Katana De 1 Pieza, Soporte","https://articulo.mercadolibre.com.co/MCO-887334237-soporte-para-espada-soporte-para-katana-de-1-pieza-soporte-_JM#position=25&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Soporte Para Espada, Soporte Para Katana De 1 Pieza, Soporte","107.029","Cantidad:1 unidad(100 disponibles)","China"
"1661798028-32","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Nuevo Y De Alta Calidad Samurai Katana Metal Palanca De","https://articulo.mercadolibre.com.co/MCO-864626240-nuevo-y-de-alta-calidad-samurai-katana-metal-palanca-de-_JM#position=19&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Nuevo Y De Alta Calidad Samurai Katana Metal Palanca De","388.957","Cantidad:1 unidad(3 disponibles)","China"
"1661798082-55","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_101_NoIndex_True","Katana Espada 1060 Hoja Acero Carbono Samurai Battle Ready","https://articulo.mercadolibre.com.co/MCO-918704030-katana-espada-1060-hoja-acero-carbono-samurai-battle-ready-_JM#position=15&search_layout=stack&type=item&tracking_id=dca914cd-0fb2-4744-b5d2-a520d28be608","Katana Espada 1060 Hoja Acero Carbono Samurai Battle Ready","1.361.510","Cantidad:1 unidad(10 disponibles)","Chapinero, Bogotá D.C."
"1661798148-87","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Baston  Katana Oculta,defensa Personal,judo,karate,navaja","https://articulo.mercadolibre.com.co/MCO-452863893-baston-katana-ocultadefensa-personaljudokaratenavaja-_JM?searchVariation=38958167830#searchVariation=38958167830&position=33&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Baston  Katana Oculta,defensa Personal,judo,karate,navaja","209.900","Cantidad:1 unidad(2 disponibles)","Fontibón, Bogotá D.C."
"1661797963-3","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Sh Kaeru Rana Wakizashi Multiples","https://articulo.mercadolibre.com.co/MCO-912918117-sh-kaeru-rana-wakizashi-multiples-_JM#position=48&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Sh Kaeru Rana Wakizashi Multiples","7.852.990","null","Medellín, Antioquia"
"1661798046-40","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Tsuba Decorativa Samurai X, Katana, Sakabatou, Espada, Sword","https://articulo.mercadolibre.com.co/MCO-597247298-tsuba-decorativa-samurai-x-katana-sakabatou-espada-sword-_JM#position=11&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Tsuba Decorativa Samurai X, Katana, Sakabatou, Espada, Sword","82.900","Cantidad:1 unidad(2 disponibles)","Bucaramanga, Santander"
"1661797977-10","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Espada De Madera Lacado Para Soporte Samurai Katana","https://articulo.mercadolibre.com.co/MCO-639295213-espada-de-madera-lacado-para-soporte-samurai-katana-_JM#position=41&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Espada De Madera Lacado Para Soporte Samurai Katana","133.900","Cantidad:1 unidad(10 disponibles)","Aguachica, Cesar"
"1661798012-25","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_Desde_51_NoIndex_True","Catillas De Palanca De Palanca De 20 Centímetros Negro Rojo","https://articulo.mercadolibre.com.co/MCO-847419291-catillas-de-palanca-de-palanca-de-20-centimetros-negro-rojo-_JM#position=26&search_layout=stack&type=item&tracking_id=5a5de2e5-84f7-48ba-bb2c-11c67d1b3d8d","Catillas De Palanca De Palanca De 20 Centímetros Negro Rojo","320.997","Cantidad:1 unidad(2 disponibles)","China"
"1661798122-74","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Correa Accesorio Para Porta Katanas Para Cosplay Sofa Anime","https://articulo.mercadolibre.com.co/MCO-599384793-correa-accesorio-para-porta-katanas-para-cosplay-sofa-anime-_JM#position=46&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Correa Accesorio Para Porta Katanas Para Cosplay Sofa Anime","21.900","null","Fontibón, Bogotá D.C."
"1661798137-81","https://listado.mercadolibre.com.co/katanas-japonesas#D[A:katanas%20japonesas]","https://listado.mercadolibre.com.co/deportes-fitness/boxeo-artes-marciales/proteccion-defensa/katanas/katanas-japonesas_NoIndex_True","Katana Espada  Sable  Coleccion Anime Fontibon Daga No Stand","https://articulo.mercadolibre.com.co/MCO-458695301-katana-espada-sable-coleccion-anime-fontibon-daga-no-stand-_JM?searchVariation=39077581000#searchVariation=39077581000&position=39&search_layout=stack&type=item&tracking_id=2f7c856e-2c8b-4255-b63f-3bf50d1a0170","Katana Espada  Sable  Coleccion Anime Fontibon Daga No Stand","306.900","Cantidad:1 unidad(2 disponibles)","Fontibón, Bogotá D.C."
